name,adsorption
wolhir_P1_charged,2.0654006522
workul_P1,5.6044126905
wortaa_P1,3.2535687199
woyjif_P1_charged,8.8108002102
wuhjit_P1,3.6021437827
wujhiv_P1,0.0
wulwuy_P1_H,1.2197497422
wunsii_P1_charged,1.8311758078
wuyyia_P1,6.4340014798
wuzgef_P1,7.7825187157
xaffer_P1,23.6748225514
xahqaa_P1,1.4418565886
xakzep_P1,4.073255781
xalbiw_P1,4.5150801574
xalcet_P1,4.373913887
xalcuj_P1,2.6761283447
xawdor_P1,6.3598805367
xaymuf_P1_charged,2.1450047671
xegvox_P1,1.565708419
xekmil_P1,0.0068606948
xencau_P1,4.3927615885
xenzun_P1_charged,4.1180502433
xexlod_P1,3.3892816665
xicjif_P1_charged_H,8.8466622275
xictah_P1,3.0834294358
xikfij_P1,0.5910546321
xikviz_P1_H,1.0338006887
xiltoe_P1,1.1377777609
xinleo_P1_charged,0.6834819626
xispum_P1,1.7879704739
xiwvor_P1,1.4664981773
xixcoz_P1_H,2.1170804755
xiyzir_P1_charged,5.6511339658
xocrep_P1,1.5911565644
xopmia_P1,3.4488700871
xorhet_P1,0.3116794392
xoxtow_P1,5.0574215605
xoxtuc_P1,5.0076571104
xoxzui_P1,3.8968907253
xoydex_P1_H,6.1429551061
xozfaw_P1_charged_H,0.0075846687
xudnuh_P1,14.4125042621
xufwom_P1_H,4.3491587492
xufxoo_P1,3.1159476274
xujnuo_P1_charged,6.8400214079
xungix_P1,8.0239706492
xuszap_P1,5.4938787496
xuxpeo_P1_H,5.4603381708
xuzfuu_P1_charged,3.5968546302
xuzvul_P1,0.915951582
yabher_P1,9.1783455576
yajxit_P1,0.0075417316
yajxuf_P1,0.0025386935
yanbar04_P1,1.9117587838
yardig_P1,4.3012190401
yarzez02_P1_charged,3.4271205155
yavzut_P1,5.0762097249
yazwom_P1_H,0.1131204538
yeqdac_P1,1.3034475772
yerfuz_P1_H,2.9122292208
yessun_P1_charged_H,1.2130875651
yesxay_P1,4.6047641067
yicpei_P1_charged,12.2730058234
yilkah_P1_charged,1.4197466704
yitgoa_P1,3.2306046465
yivnic_P1,0.9660693469
yiyhew_P1_charged,5.004177177
yizcer_P1,2.6439797413
yocdur_P1,5.5068658075
yodram_P1_H,4.3468331162
yombae_P1_H,1.4340412648
yomtay_P1,1.3231764772
yonnul_P1,2.3106789037
yoppaw_P1,0.0
yoqkex05_P1,1.8934995681
yoqkex11_P1,1.8996541212
yorput_P1,1.8396755483
yoynor_P1_charged,0.6954762873
yoynux_P1_charged,0.8469973881
yoyqag_P1_charged,3.2965702321
yoyqua_P1_charged,0.7662182434
yoyzap_P1,1.9912681139
yozjee_P1,0.0046179707
yozqek_P1_charged_H,11.4151113488
yubgou_P1,2.1246157765
yubhag_P1,2.7653235501
yuczom_P1,0.7253294176
yudfou_P1_H,2.6449907516
yulpon_P1,3.5626184866
yumkav_P1_H,0.5936896819
yupsim_P1,0.7381751202
yurkaa_P1,0.7629903296
yuvsue_P1,3.2523663113
yuylel_P1_charged,1.8252565826
zatpiw_P1_H,1.9996455455
zebmaw_P1,4.4634526269
zecbob_P1,1.6671028319
zelceb_P1,1.3148219266
zevqez_P1_charged,2.3088615368
zeyron_P1_charged_H,3.3105825082
zikjio_P1,2.8085441168
zinyut_P1_charged,4.9766164628
ziqfud_P1,2.9469686702
ziwnif_P1,2.5869611565
zizbao_P1,6.1570497309
zoflak_P1,1.4520784015
zofzif_P1,3.5746118169
zomnum_P1,2.3600349983
zopgod_P1,2.5004734449
zoywoc_P1,3.0943575839
zozqox_P1_charged,2.0725190688
zozsal_P1_charged,2.1780496303
zubfin_P1_H,2.6647504551
zujkas_P1,4.7881505524
zuqnad_P1_H,2.3719889118
zuqvem_P1_charged,0.2021499875
zusbia_P1,4.1504441342
